Region,Main_Sector,Year,Price_Type,Sector_GRDP
Northern Mindanao,Industry,2015,At Constant 2018 Prices,152473310.0
Northern Mindanao,Industry,2015,At Current Prices,145149473.0
Northern Mindanao,Industry,2016,At Constant 2018 Prices,171875328.0
Northern Mindanao,Industry,2016,At Current Prices,166492701.0
Northern Mindanao,Industry,2017,At Constant 2018 Prices,184421272.0
Northern Mindanao,Industry,2017,At Current Prices,182773499.0
Northern Mindanao,Industry,2018,At Constant 2018 Prices,203783444.0
Northern Mindanao,Industry,2018,At Current Prices,203783444.0
Northern Mindanao,Industry,2019,At Constant 2018 Prices,211328001.0
Northern Mindanao,Industry,2019,At Current Prices,213311481.0
Northern Mindanao,Industry,2020,At Constant 2018 Prices,206062198.0
Northern Mindanao,Industry,2020,At Current Prices,216078839.0
Northern Mindanao,Industry,2021,At Constant 2018 Prices,223956778.0
Northern Mindanao,Industry,2021,At Current Prices,239472050.0
Northern Mindanao,Industry,2022,At Constant 2018 Prices,477661124.0
Northern Mindanao,Industry,2022,At Current Prices,546700056.0
Northern Mindanao,Industry,2023,At Constant 2018 Prices,495902147.0
Northern Mindanao,Industry,2023,At Current Prices,586538884.0
Northern Mindanao,Industry,2024,At Constant 2018 Prices,266669320.0
Northern Mindanao,Industry,2024,At Current Prices,316535654.0
Northern Mindanao,Services,2000,At Constant 2018 Prices,134495552.0
Northern Mindanao,Services,2000,At Current Prices,63757554.0
Northern Mindanao,Services,2001,At Constant 2018 Prices,145554343.0
Northern Mindanao,Services,2001,At Current Prices,73555485.0
Northern Mindanao,Services,2002,At Constant 2018 Prices,166838773.0
Northern Mindanao,Services,2002,At Current Prices,87753561.0
Northern Mindanao,Services,2003,At Constant 2018 Prices,179631147.0
Northern Mindanao,Services,2003,At Current Prices,98619349.0
Northern Mindanao,Services,2004,At Constant 2018 Prices,194234058.0
Northern Mindanao,Services,2004,At Current Prices,110387082.0
Northern Mindanao,Services,2005,At Constant 2018 Prices,206805550.0
Northern Mindanao,Services,2005,At Current Prices,123870728.0
Northern Mindanao,Services,2006,At Constant 2018 Prices,220104994.0
Northern Mindanao,Services,2006,At Current Prices,137331059.0
Northern Mindanao,Services,2007,At Constant 2018 Prices,235757702.0
Northern Mindanao,Services,2007,At Current Prices,151055480.0
Northern Mindanao,Services,2008,At Constant 2018 Prices,240353313.0
Northern Mindanao,Services,2008,At Current Prices,165880823.0
Northern Mindanao,Services,2009,At Constant 2018 Prices,243515180.0
Northern Mindanao,Services,2009,At Current Prices,174009976.0
Northern Mindanao,Services,2010,At Constant 2018 Prices,264175028.0
Northern Mindanao,Services,2010,At Current Prices,197423216.0
Northern Mindanao,Services,2011,At Constant 2018 Prices,276908639.0
Northern Mindanao,Services,2011,At Current Prices,217112833.0
Northern Mindanao,Services,2012,At Constant 2018 Prices,302798655.0
Northern Mindanao,Services,2012,At Current Prices,246101092.0
Northern Mindanao,Services,2013,At Constant 2018 Prices,319750065.0
Northern Mindanao,Services,2013,At Current Prices,273147905.0
Northern Mindanao,Services,2014,At Constant 2018 Prices,356077239.0
Northern Mindanao,Services,2014,At Current Prices,312833603.0
Northern Mindanao,Services,2015,At Constant 2018 Prices,380723978.0
Northern Mindanao,Services,2015,At Current Prices,341715165.0
Northern Mindanao,Services,2016,At Constant 2018 Prices,411746993.0
Northern Mindanao,Services,2016,At Current Prices,380826082.0
Northern Mindanao,Services,2017,At Constant 2018 Prices,435693198.0
Northern Mindanao,Services,2017,At Current Prices,413650900.0
Northern Mindanao,Services,2018,At Constant 2018 Prices,467814721.0
Northern Mindanao,Services,2018,At Current Prices,467814721.0
Northern Mindanao,Services,2019,At Constant 2018 Prices,505881916.0
Northern Mindanao,Services,2019,At Current Prices,515451157.0
Northern Mindanao,Services,2020,At Constant 2018 Prices,460846890.0
Northern Mindanao,Services,2020,At Current Prices,476025545.0
Northern Mindanao,Services,2021,At Constant 2018 Prices,488477729.0
Northern Mindanao,Services,2021,At Current Prices,512921156.0
Northern Mindanao,Services,2022,At Constant 2018 Prices,1075017968.0
Northern Mindanao,Services,2022,At Current Prices,1169267852.0
Northern Mindanao,Services,2023,At Constant 2018 Prices,1158607495.0
Northern Mindanao,Services,2023,At Current Prices,1324993358.0
Northern Mindanao,Services,2024,At Constant 2018 Prices,622985600.0
Northern Mindanao,Services,2024,At Current Prices,739807326.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,71600378.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2000,At Current Prices,32847867.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,70633235.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2001,At Current Prices,34203016.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,76290296.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2002,At Current Prices,37760867.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,81491874.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2003,At Current Prices,42267895.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,86212912.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2004,At Current Prices,53589788.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,85820278.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2005,At Current Prices,54840570.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,92286598.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2006,At Current Prices,62337069.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,100464779.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2007,At Current Prices,76019676.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,107722758.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2008,At Current Prices,90309970.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,105089209.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2009,At Current Prices,88761669.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2010,At Constant 2018 Prices,105935515.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2010,At Current Prices,108251208.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2011,At Constant 2018 Prices,109293146.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2011,At Current Prices,121288936.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2012,At Constant 2018 Prices,116435662.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2012,At Current Prices,117055713.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2013,At Constant 2018 Prices,122221551.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2013,At Current Prices,124562455.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,127867398.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2014,At Current Prices,129899332.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,125859264.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2015,At Current Prices,115758201.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,114247863.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2016,At Current Prices,110292905.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,124869531.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2017,At Current Prices,123785802.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,127681321.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2018,At Current Prices,127681321.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,127636365.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2019,At Current Prices,130741954.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,129400918.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2020,At Current Prices,135531755.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,130467274.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2021,At Current Prices,141691564.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,265607008.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2022,At Current Prices,300981106.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,258910697.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2023,At Current Prices,326005092.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,130856922.0
SOCCSKSARGEN,"Agriculture, forestry, and fishing",2024,At Current Prices,172077472.0
SOCCSKSARGEN,Gross Domestic Product,2000,At Constant 2018 Prices,175244994.0
SOCCSKSARGEN,Gross Domestic Product,2000,At Current Prices,90192440.0
SOCCSKSARGEN,Gross Domestic Product,2001,At Constant 2018 Prices,176820019.0
SOCCSKSARGEN,Gross Domestic Product,2001,At Current Prices,95184436.0
SOCCSKSARGEN,Gross Domestic Product,2002,At Constant 2018 Prices,194583624.0
SOCCSKSARGEN,Gross Domestic Product,2002,At Current Prices,109032491.0
SOCCSKSARGEN,Gross Domestic Product,2003,At Constant 2018 Prices,206949168.0
SOCCSKSARGEN,Gross Domestic Product,2003,At Current Prices,120147954.0
SOCCSKSARGEN,Gross Domestic Product,2004,At Constant 2018 Prices,218756257.0
SOCCSKSARGEN,Gross Domestic Product,2004,At Current Prices,139197728.0
SOCCSKSARGEN,Gross Domestic Product,2005,At Constant 2018 Prices,223108764.0
SOCCSKSARGEN,Gross Domestic Product,2005,At Current Prices,146556546.0
SOCCSKSARGEN,Gross Domestic Product,2006,At Constant 2018 Prices,237237885.0
SOCCSKSARGEN,Gross Domestic Product,2006,At Current Prices,162095898.0
SOCCSKSARGEN,Gross Domestic Product,2007,At Constant 2018 Prices,252449432.0
SOCCSKSARGEN,Gross Domestic Product,2007,At Current Prices,185204666.0
SOCCSKSARGEN,Gross Domestic Product,2008,At Constant 2018 Prices,264630696.0
SOCCSKSARGEN,Gross Domestic Product,2008,At Current Prices,211332780.0
SOCCSKSARGEN,Gross Domestic Product,2009,At Constant 2018 Prices,269570793.0
SOCCSKSARGEN,Gross Domestic Product,2009,At Current Prices,220826218.0
SOCCSKSARGEN,Gross Domestic Product,2010,At Constant 2018 Prices,278784645.0
SOCCSKSARGEN,Gross Domestic Product,2010,At Current Prices,252178036.0
SOCCSKSARGEN,Gross Domestic Product,2011,At Constant 2018 Prices,292232263.0
SOCCSKSARGEN,Gross Domestic Product,2011,At Current Prices,277035863.0
SOCCSKSARGEN,Gross Domestic Product,2012,At Constant 2018 Prices,315391176.0
SOCCSKSARGEN,Gross Domestic Product,2012,At Current Prices,291093120.0
SOCCSKSARGEN,Gross Domestic Product,2013,At Constant 2018 Prices,343680815.0
SOCCSKSARGEN,Gross Domestic Product,2013,At Current Prices,324370805.0
SOCCSKSARGEN,Gross Domestic Product,2014,At Constant 2018 Prices,364657867.0
SOCCSKSARGEN,Gross Domestic Product,2014,At Current Prices,352653227.0
SOCCSKSARGEN,Gross Domestic Product,2015,At Constant 2018 Prices,377171442.0
SOCCSKSARGEN,Gross Domestic Product,2015,At Current Prices,354753546.0
SOCCSKSARGEN,Gross Domestic Product,2016,At Constant 2018 Prices,394076962.0
SOCCSKSARGEN,Gross Domestic Product,2016,At Current Prices,381711706.0
SOCCSKSARGEN,Gross Domestic Product,2017,At Constant 2018 Prices,424972061.0
SOCCSKSARGEN,Gross Domestic Product,2017,At Current Prices,420127877.0
SOCCSKSARGEN,Gross Domestic Product,2018,At Constant 2018 Prices,454304549.0
SOCCSKSARGEN,Gross Domestic Product,2018,At Current Prices,454304549.0
SOCCSKSARGEN,Gross Domestic Product,2019,At Constant 2018 Prices,469982193.0
SOCCSKSARGEN,Gross Domestic Product,2019,At Current Prices,474892618.0
SOCCSKSARGEN,Gross Domestic Product,2020,At Constant 2018 Prices,449247792.0
SOCCSKSARGEN,Gross Domestic Product,2020,At Current Prices,467334771.0
SOCCSKSARGEN,Gross Domestic Product,2021,At Constant 2018 Prices,472510818.0
SOCCSKSARGEN,Gross Domestic Product,2021,At Current Prices,503888631.0
SOCCSKSARGEN,Gross Domestic Product,2022,At Constant 2018 Prices,1007312126.0
SOCCSKSARGEN,Gross Domestic Product,2022,At Current Prices,1128600710.0
SOCCSKSARGEN,Gross Domestic Product,2023,At Constant 2018 Prices,1042547094.0
SOCCSKSARGEN,Gross Domestic Product,2023,At Current Prices,1243873619.0
SOCCSKSARGEN,Gross Domestic Product,2024,At Constant 2018 Prices,550076310.0
SOCCSKSARGEN,Gross Domestic Product,2024,At Current Prices,675617883.0
SOCCSKSARGEN,Industry,2000,At Constant 2018 Prices,35593881.0
SOCCSKSARGEN,Industry,2000,At Current Prices,22252508.0
SOCCSKSARGEN,Industry,2001,At Constant 2018 Prices,34090174.0
SOCCSKSARGEN,Industry,2001,At Current Prices,21967129.0
SOCCSKSARGEN,Industry,2002,At Constant 2018 Prices,40583447.0
SOCCSKSARGEN,Industry,2002,At Current Prices,27309139.0
SOCCSKSARGEN,Industry,2003,At Constant 2018 Prices,43265560.0
SOCCSKSARGEN,Industry,2003,At Current Prices,29048412.0
SOCCSKSARGEN,Industry,2004,At Constant 2018 Prices,45103842.0
SOCCSKSARGEN,Industry,2004,At Current Prices,31957319.0
SOCCSKSARGEN,Industry,2005,At Constant 2018 Prices,47798209.0
SOCCSKSARGEN,Industry,2005,At Current Prices,35072722.0
SOCCSKSARGEN,Industry,2006,At Constant 2018 Prices,51079722.0
SOCCSKSARGEN,Industry,2006,At Current Prices,38627802.0
SOCCSKSARGEN,Industry,2007,At Constant 2018 Prices,53905549.0
SOCCSKSARGEN,Industry,2007,At Current Prices,42982387.0
SOCCSKSARGEN,Industry,2008,At Constant 2018 Prices,55870802.0
SOCCSKSARGEN,Industry,2008,At Current Prices,47442816.0
SOCCSKSARGEN,Industry,2009,At Constant 2018 Prices,58832790.0
SOCCSKSARGEN,Industry,2009,At Current Prices,52297340.0
SOCCSKSARGEN,Industry,2010,At Constant 2018 Prices,60080703.0
SOCCSKSARGEN,Industry,2010,At Current Prices,54824707.0
SOCCSKSARGEN,Industry,2011,At Constant 2018 Prices,64855227.0
SOCCSKSARGEN,Industry,2011,At Current Prices,58922925.0
SOCCSKSARGEN,Industry,2012,At Constant 2018 Prices,70628795.0
SOCCSKSARGEN,Industry,2012,At Current Prices,66297640.0
SOCCSKSARGEN,Industry,2013,At Constant 2018 Prices,78457538.0
SOCCSKSARGEN,Industry,2013,At Current Prices,75519450.0
SOCCSKSARGEN,Industry,2014,At Constant 2018 Prices,83917508.0
SOCCSKSARGEN,Industry,2014,At Current Prices,85342046.0
SOCCSKSARGEN,Industry,2015,At Constant 2018 Prices,85449726.0
SOCCSKSARGEN,Industry,2015,At Current Prices,87788579.0
SOCCSKSARGEN,Industry,2016,At Constant 2018 Prices,98544664.0
SOCCSKSARGEN,Industry,2016,At Current Prices,102544352.0
SOCCSKSARGEN,Industry,2017,At Constant 2018 Prices,103453122.0
SOCCSKSARGEN,Industry,2017,At Current Prices,111421781.0
SOCCSKSARGEN,Industry,2018,At Constant 2018 Prices,113054922.0
SOCCSKSARGEN,Industry,2018,At Current Prices,113054922.0
SOCCSKSARGEN,Industry,2019,At Constant 2018 Prices,113955707.0
SOCCSKSARGEN,Industry,2019,At Current Prices,108263879.0
SOCCSKSARGEN,Industry,2020,At Constant 2018 Prices,111741821.0
SOCCSKSARGEN,Industry,2020,At Current Prices,111071076.0
SOCCSKSARGEN,Industry,2021,At Constant 2018 Prices,120007769.0
SOCCSKSARGEN,Industry,2021,At Current Prices,119696688.0
SOCCSKSARGEN,Industry,2022,At Constant 2018 Prices,249427030.0
SOCCSKSARGEN,Industry,2022,At Current Prices,269482328.0
SOCCSKSARGEN,Industry,2023,At Constant 2018 Prices,252771161.0
SOCCSKSARGEN,Industry,2023,At Current Prices,286625867.0
SOCCSKSARGEN,Industry,2024,At Constant 2018 Prices,135649349.0
SOCCSKSARGEN,Industry,2024,At Current Prices,154806401.0
SOCCSKSARGEN,Services,2000,At Constant 2018 Prices,69519528.0
SOCCSKSARGEN,Services,2000,At Current Prices,35806633.0
SOCCSKSARGEN,Services,2001,At Constant 2018 Prices,73681664.0
SOCCSKSARGEN,Services,2001,At Current Prices,39837882.0
SOCCSKSARGEN,Services,2002,At Constant 2018 Prices,79661268.0
SOCCSKSARGEN,Services,2002,At Current Prices,45023644.0
SOCCSKSARGEN,Services,2003,At Constant 2018 Prices,84288184.0
SOCCSKSARGEN,Services,2003,At Current Prices,50040421.0
SOCCSKSARGEN,Services,2004,At Constant 2018 Prices,90016903.0
SOCCSKSARGEN,Services,2004,At Current Prices,55192211.0
SOCCSKSARGEN,Services,2005,At Constant 2018 Prices,92144341.0
SOCCSKSARGEN,Services,2005,At Current Prices,58336250.0
SOCCSKSARGEN,Services,2006,At Constant 2018 Prices,96667184.0
SOCCSKSARGEN,Services,2006,At Current Prices,62981861.0
SOCCSKSARGEN,Services,2007,At Constant 2018 Prices,101304056.0
SOCCSKSARGEN,Services,2007,At Current Prices,68431367.0
SOCCSKSARGEN,Services,2008,At Constant 2018 Prices,104563148.0
SOCCSKSARGEN,Services,2008,At Current Prices,76160398.0
SOCCSKSARGEN,Services,2009,At Constant 2018 Prices,109480680.0
SOCCSKSARGEN,Services,2009,At Current Prices,82713725.0
SOCCSKSARGEN,Services,2010,At Constant 2018 Prices,117488352.0
SOCCSKSARGEN,Services,2010,At Current Prices,92932401.0
SOCCSKSARGEN,Services,2011,At Constant 2018 Prices,123336595.0
SOCCSKSARGEN,Services,2011,At Current Prices,101205820.0
SOCCSKSARGEN,Services,2012,At Constant 2018 Prices,134480339.0
SOCCSKSARGEN,Services,2012,At Current Prices,112964150.0
SOCCSKSARGEN,Services,2013,At Constant 2018 Prices,150326457.0
SOCCSKSARGEN,Services,2013,At Current Prices,130977634.0
SOCCSKSARGEN,Services,2014,At Constant 2018 Prices,161586913.0
SOCCSKSARGEN,Services,2014,At Current Prices,145765014.0
SOCCSKSARGEN,Services,2015,At Constant 2018 Prices,176572864.0
SOCCSKSARGEN,Services,2015,At Current Prices,161660154.0
SOCCSKSARGEN,Services,2016,At Constant 2018 Prices,193921255.0
SOCCSKSARGEN,Services,2016,At Current Prices,181330058.0
SOCCSKSARGEN,Services,2017,At Constant 2018 Prices,210994464.0
SOCCSKSARGEN,Services,2017,At Current Prices,199025470.0
SOCCSKSARGEN,Services,2018,At Constant 2018 Prices,228363210.0
SOCCSKSARGEN,Services,2018,At Current Prices,228363210.0
SOCCSKSARGEN,Services,2019,At Constant 2018 Prices,244005569.0
SOCCSKSARGEN,Services,2019,At Current Prices,252329327.0
SOCCSKSARGEN,Services,2020,At Constant 2018 Prices,221394986.0
SOCCSKSARGEN,Services,2020,At Current Prices,234654549.0
SOCCSKSARGEN,Services,2021,At Constant 2018 Prices,235633983.0
SOCCSKSARGEN,Services,2021,At Current Prices,256967898.0
SOCCSKSARGEN,Services,2022,At Constant 2018 Prices,522913460.0
SOCCSKSARGEN,Services,2022,At Current Prices,591175988.0
SOCCSKSARGEN,Services,2023,At Constant 2018 Prices,563938683.0
SOCCSKSARGEN,Services,2023,At Current Prices,668331280.0
SOCCSKSARGEN,Services,2024,At Constant 2018 Prices,301861040.0
SOCCSKSARGEN,Services,2024,At Current Prices,369710197.0
Western Visayas,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,94982923.0
Western Visayas,"Agriculture, forestry, and fishing",2000,At Current Prices,51910181.0
Western Visayas,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,99163341.0
Western Visayas,"Agriculture, forestry, and fishing",2001,At Current Prices,52291748.0
Western Visayas,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,99676330.0
Western Visayas,"Agriculture, forestry, and fishing",2002,At Current Prices,57086068.0
Western Visayas,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,105409601.0
Western Visayas,"Agriculture, forestry, and fishing",2003,At Current Prices,58828955.0
Western Visayas,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,114698139.0
Western Visayas,"Agriculture, forestry, and fishing",2004,At Current Prices,68441947.0
Western Visayas,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,117478970.0
Western Visayas,"Agriculture, forestry, and fishing",2005,At Current Prices,74298237.0
Western Visayas,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,121066316.0
Western Visayas,"Agriculture, forestry, and fishing",2006,At Current Prices,82150771.0
Western Visayas,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,122626449.0
Western Visayas,"Agriculture, forestry, and fishing",2007,At Current Prices,86101199.0
Western Visayas,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,128310103.0
Western Visayas,"Agriculture, forestry, and fishing",2008,At Current Prices,100759288.0
Western Visayas,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,131854634.0
Western Visayas,"Agriculture, forestry, and fishing",2009,At Current Prices,110676310.0
Western Visayas,"Agriculture, forestry, and fishing",2010,At Constant 2018 Prices,128233706.0
Western Visayas,"Agriculture, forestry, and fishing",2010,At Current Prices,105561483.0
Western Visayas,"Agriculture, forestry, and fishing",2011,At Constant 2018 Prices,147441592.0
Western Visayas,"Agriculture, forestry, and fishing",2011,At Current Prices,123573581.0
Western Visayas,"Agriculture, forestry, and fishing",2012,At Constant 2018 Prices,146146004.0
Western Visayas,"Agriculture, forestry, and fishing",2012,At Current Prices,130558125.0
Western Visayas,"Agriculture, forestry, and fishing",2013,At Constant 2018 Prices,144198514.0
Western Visayas,"Agriculture, forestry, and fishing",2013,At Current Prices,133729364.0
Western Visayas,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,142190597.0
Western Visayas,"Agriculture, forestry, and fishing",2014,At Current Prices,139380194.0
Western Visayas,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,143431162.0
Western Visayas,"Agriculture, forestry, and fishing",2015,At Current Prices,137082302.0
Western Visayas,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,141175820.0
Western Visayas,"Agriculture, forestry, and fishing",2016,At Current Prices,134002423.0
Western Visayas,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,154049665.0
Western Visayas,"Agriculture, forestry, and fishing",2017,At Current Prices,148463338.0
Western Visayas,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,153436676.0
Western Visayas,"Agriculture, forestry, and fishing",2018,At Current Prices,153436676.0
Western Visayas,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,154272027.0
Western Visayas,"Agriculture, forestry, and fishing",2019,At Current Prices,144203590.0
Western Visayas,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,164095481.0
Western Visayas,"Agriculture, forestry, and fishing",2020,At Current Prices,153444345.0
Western Visayas,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,170689641.0
Western Visayas,"Agriculture, forestry, and fishing",2021,At Current Prices,162385190.0
Western Visayas,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,274545159.0
Western Visayas,"Agriculture, forestry, and fishing",2022,At Current Prices,288635971.0
Western Visayas,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,261790934.0
Western Visayas,"Agriculture, forestry, and fishing",2023,At Current Prices,292190501.0
Western Visayas,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,93161638.0
Western Visayas,"Agriculture, forestry, and fishing",2024,At Current Prices,114782312.0
Western Visayas,Gross Domestic Product,2000,At Constant 2018 Prices,323742052.0
Western Visayas,Gross Domestic Product,2000,At Current Prices,180855163.0
Western Visayas,Gross Domestic Product,2001,At Constant 2018 Prices,331474894.0
Western Visayas,Gross Domestic Product,2001,At Current Prices,190527313.0
Western Visayas,Gross Domestic Product,2002,At Constant 2018 Prices,340556420.0
Western Visayas,Gross Domestic Product,2002,At Current Prices,206272535.0
Western Visayas,Gross Domestic Product,2003,At Constant 2018 Prices,360566385.0
Western Visayas,Gross Domestic Product,2003,At Current Prices,220844486.0
Western Visayas,Gross Domestic Product,2004,At Constant 2018 Prices,388102456.0
Western Visayas,Gross Domestic Product,2004,At Current Prices,244363281.0
Western Visayas,Gross Domestic Product,2005,At Constant 2018 Prices,407685036.0
Western Visayas,Gross Domestic Product,2005,At Current Prices,270572999.0
Western Visayas,Gross Domestic Product,2006,At Constant 2018 Prices,430039527.0
Western Visayas,Gross Domestic Product,2006,At Current Prices,299925476.0
Western Visayas,Gross Domestic Product,2007,At Constant 2018 Prices,458869067.0
Western Visayas,Gross Domestic Product,2007,At Current Prices,329317934.0
Western Visayas,Gross Domestic Product,2008,At Constant 2018 Prices,480892689.0
Western Visayas,Gross Domestic Product,2008,At Current Prices,375511999.0
Western Visayas,Gross Domestic Product,2009,At Constant 2018 Prices,507844955.0
Western Visayas,Gross Domestic Product,2009,At Current Prices,407178512.0
Western Visayas,Gross Domestic Product,2010,At Constant 2018 Prices,531457374.0
Western Visayas,Gross Domestic Product,2010,At Current Prices,433178888.0
Western Visayas,Gross Domestic Product,2011,At Constant 2018 Prices,564705465.0
Western Visayas,Gross Domestic Product,2011,At Current Prices,477427428.0
Western Visayas,Gross Domestic Product,2012,At Constant 2018 Prices,605376449.0
Western Visayas,Gross Domestic Product,2012,At Current Prices,527279962.0
Western Visayas,Gross Domestic Product,2013,At Constant 2018 Prices,631660677.0
Western Visayas,Gross Domestic Product,2013,At Current Prices,566792962.0
Western Visayas,Gross Domestic Product,2014,At Constant 2018 Prices,665091892.0
Western Visayas,Gross Domestic Product,2014,At Current Prices,615916323.0
Western Visayas,Gross Domestic Product,2015,At Constant 2018 Prices,715495909.0
Western Visayas,Gross Domestic Product,2015,At Current Prices,667996261.0
Western Visayas,Gross Domestic Product,2016,At Constant 2018 Prices,758042789.0
Western Visayas,Gross Domestic Product,2016,At Current Prices,720566797.0
Western Visayas,Gross Domestic Product,2017,At Constant 2018 Prices,820773095.0
Western Visayas,Gross Domestic Product,2017,At Current Prices,791281769.0
Western Visayas,Gross Domestic Product,2018,At Constant 2018 Prices,860107768.0
Western Visayas,Gross Domestic Product,2018,At Current Prices,860107768.0
Western Visayas,Gross Domestic Product,2019,At Constant 2018 Prices,913909365.0
Western Visayas,Gross Domestic Product,2019,At Current Prices,919163055.0
Western Visayas,Gross Domestic Product,2020,At Constant 2018 Prices,825369599.0
Western Visayas,Gross Domestic Product,2020,At Current Prices,850797186.0
Western Visayas,Gross Domestic Product,2021,At Constant 2018 Prices,874086695.0
Western Visayas,Gross Domestic Product,2021,At Current Prices,937010126.0
Western Visayas,Gross Domestic Product,2022,At Constant 2018 Prices,1531014322.0
Western Visayas,Gross Domestic Product,2022,At Current Prices,1825662348.0
Western Visayas,Gross Domestic Product,2023,At Constant 2018 Prices,1639556604.0
Western Visayas,Gross Domestic Product,2023,At Current Prices,1981487766.0
Western Visayas,Gross Domestic Product,2024,At Constant 2018 Prices,641763673.0
Western Visayas,Gross Domestic Product,2024,At Current Prices,797040847.0
Western Visayas,Industry,2000,At Constant 2018 Prices,61430165.0
Western Visayas,Industry,2000,At Current Prices,37704264.0
Western Visayas,Industry,2001,At Constant 2018 Prices,63965996.0
Western Visayas,Industry,2001,At Current Prices,40424942.0
Western Visayas,Industry,2002,At Constant 2018 Prices,66887014.0
Western Visayas,Industry,2002,At Current Prices,44880067.0
